,stem_review,polarity_score,sentiment
2772,bismillah ani indonesia,4,positif
2773,jelas prabowo mantap pilih anis,1,positif
2774,plot twist mantap kak wkwkbrawalnya dukung prabowo sampai jawab gue kecewa,5,positif
2775,ya ilah singgung bro sindir sindir terima,-4,negatif
2776,paslon pragib bingung lontar pokok paslon amin,0,netral
2777,ganjar gubernur hadap saran presiden penting rakyat pilih taat perintah ketua partai abai saran presiden ragu teori indonesia nyata lapang putus ketua partai bukti putus kontrol ketua partai,-3,negatif
2778,bismillah coblos anies amin nomor,4,positif
2779,anies,0,netral
2780,moga pilih kecuranganbrkarena pasang amin pimpin indonesia cinta inilampung komando ulama,8,positif
2781,terkadang orang teori aksi,5,positif
2782,tentu bohong ajar buku,-10,negatif
2783,wowo emosi entar kritis nyulik seram ih,-10,negatif
2784,wowo emosi,-1,negatif
2785,sudut pandang tonton kubu pragib bingung ikut debat fit,1,positif
2786,anies cuman pintar rangkai tata kota orang bodoh dibodohin rangkai,-8,negatif
2787,bagus debat rakyat paham visi misi paslon moga pilpres jalan aman tertib debat paslon amin banding paslon pragib bravo paslon amin,9,positif
2788,pragib personal pasang suka joget sayang dukung balik tarik dukung khawatir indonesia pimpin pragib anggap serius,4,positif
2789,prabowo pimpin pintar bijaksanabrgaspoll bro prabowo gibran indonesia maju,0,netral
2790,prabowo gibran indonesia malu,-2,negatif
2791,no,0,netral
2792,ragu program kerja pragib pasal sampai miss,-11,negatif
2793,ragu pilih pragib kali kalah nyalon,-9,negatif
2794,wkwkwkwk orang jebak lidah lihai sih anies miris banget deh lihat indonesia rakyat cuci otak pandai silat lidah pintar omong doang pintar kerja haduh moga indonesia pegang anies hancur hancur ntar,-5,negatif
2795,tuju program anti korupsi ganjar mana koruptor miskin penjara nusakambangan timbul efek jera koruptor penjara lapas layak apartemen timbul efek jera koruptor penjara nusakambangan,-30,negatif
2796,ragu pilih pragib,-5,negatif
2797,mantap anis cerdas,5,positif
2798,ohhh,0,netral
2799,pragib bingung ikut depat,-3,negatif
2800,tau paslon nomer urut bingung sambung jawab,-9,negatif
2801,program kerja pragib,2,positif
2802,senang bikin senyum senyum lihat komenkomen isini nya amin semuatp apaapa masingmasing ambil kemenanganayo no kalah bnyakan komen dunia maya sekrg orang mbaca komen tayang nyakarena komenkomen hibur,-1,negatif
2803,anis pintar omong doang gagas nya orang indonesia butuh krja nyata cuman pintar,-7,negatif
2804,bah salam buka kaum majemuk anies apa tegak hukum omong sih pinter tindak cermin pikir,-4,negatif
2805,ganjar mah lengkap,1,positif
2806,anis for indonesia,0,netral
2807,didik sehat mahalkbutuhan primerberas mahal sedia sembako pupuk dll susah mbangun istana presiden asnjakarta bangun ikn,6,positif
2808,program kerja prabowogibran sesuai butuh masyarakat indonesia program kerja bawa paslon nomer urut,0,netral
2809,buzzer annies,0,netral
2810,anies omong manis pintar omong semanisquot janjiquot palsu gaes,-5,negatif
2811,jakart jakarta nyaman keren lho,4,positif
2812,kali kalah nyalon,-4,negatif
2813,a href sesi debat bra href pasang no aniesmuhaimin bra href pasang no prabowogibran bra href pasang no ganjarmahfud bra href intro debat calon presiden milu bra href bawa acara laedo buka jalan debat bra href nyanyi lagu indonesia raya bra href nyanyi ijinglei milu bra href sambut hasyim asyari ketua kpu bra href doa bra href panelis rumus debat bra href serah simbolis hasil rumus panelis koor panelis ketua kpu bra href moderator debat capres valeria daniel amp ardianto wijaya bra href sebut subtema debat capres bra href atur amp tentu debat bra href profil calon presiden br brpenyampaian visi misi capres bra href sampai visi amp misi calon presiden bra href visi amp misi calon presiden no anies baswedan bra href visi amp misi calon presiden no prabowo subianto bra href visi amp misi calon presiden no ganjar pranowo br bra href break bra href sesi panelis capres bra href capres maju panggung utama pasuk sesi br brpanelis capres no prabowo subianto bra href undi tema amp capres no tema hak asasi manusia amplop a bra href capres no tren keras ham adil papua bra href tanggap capres no capres no bra href tanggap capres no capres no bra href respon capres no tanggap capres no amp br brpanelis capres no ganjar pranowo bra href undi tema amp capres no tema perintah tingkat layan publik amplop c bra href capres no stagnansi indeks layan publik indonesia sama laku penting khusus kelompok rentan perempuan disabilitas bra href tanggap capres no capres no bra href tanggap capres no capres no bra href respon capres no tanggap capres no amp br brpanelis capres no anies baswedan bra href undi tema amp capres no tema tangan disinformasi rukun warga amplop a bra href capres no marak persekusi keras diskriminasi kelompok masyarakat bra href tanggap capres no capres no bra href tanggap capres no capres no bra href respon capres no tanggap capres no amp br bra href sesi panelis capres duduk masingmasing bra href break bra href pasuk sesi capres maju panggung utama br brpanelis capres no ganjar pranowo bra href undi tema amp capres no tema berantas korupsi amplop c bra href capres no rendah tega hukum korupsi amp minim kembali aset korupsi bra href tanggap capres no capres no bra href tanggap capres no capres no bra href respon capres no tanggap capres no amp br brpanelis capres no anies baswedan bra href undi tema amp capres no tema kuat demokrasi amplop a bra href capres no rendah percaya publik partai politik bra href tanggap capres no capres no bra href tanggap capres no capres no bra href respon capres no tanggap capres no amp br brpanelis capres no prabowo subianto bra href undi tema amp capres no tema hukum amplop a bra href capres no lembaga hakim intervensi cabang kuasa bra href tanggap capres no capres no bra href tanggap capres no capres no bra href respon capres no tanggap capres no amp br bra href sesi panelis selesai capres duduk masingmasing bra href break bra href masuk segmen moderator mekanisme capres bra href capres panggung utama br brcapres no anies no prabowo bra href capres no capres no langgar etika mk bra href capres no capres no bra href capres no tanggap capres no bra href capres no tanggap tanggap capres no br brcapres no prabowo no ganjar bra href capres no capres no anggur lulus sekolah bra href capres no capres no bra href capres no tanggap capres no bra href capres no tanggap tanggap capres no br brcapres no ganjar no anies bra href capres no capres no pindah ibukota bra href capres no capres no bra href capres no tanggap capres no bra href capres no tanggap tanggap capres no br bra href sesi capres selesai capres duduk bra href break bra href capres panggung utama bra href sebut subtema debat calon presiden br brcapres no prabowo no anies bra href capres no capres no hubung anggar tangan polusi jakarta bra href capres no capres no bra href capres no tanggap capres no bra href capres no tanggap tanggap capres no br brcapres no ganjar no prabowo bra href capres no capres no langgar ham berat bra href capres no capres no bra href capres no tanggap capres no bra href capres no tanggap tanggap capres no br brcapres no anies no ganjar bra href capres no capres no adil kanjuruhan amp bra href capres no capres no bra href capres no tanggap capres no bra href capres no tanggap tanggap capres no br bra href sesi capres selesai capres duduk bra href break bra href sampai nyata pamungkas pesan tutup capres panggung utama bra href pesan capres no anies baswedan bra href pesan capres no prabowo subianto bra href pesan capres no ganjar pranowo bra href tutup acara debat calon presiden milu brbrsaya catat loncat segmen bisa terang netral mohon maaf sifat bias,163,positif
2814,trivia bias br br catat trivia desember wib selesai ketik desember wib statistik karakter susun simpan dokumen ukur kilobit br br halaman gedung kpu sorot kamera kali a href a href a href a href a href a href a href a href a href a href a href br br acara debat sebut quotcalon presidenquot cawapres hadir acara debat br br capres tekan isu korupsi visi amp misi transparency international sebut indonesia masuk urut negara kategori persepsi korupsi ranking baik buruk br br pasang no amp jabat tangan capres cawapresnya a href no jabat tangan no jumpa mana capres jabat tangan cawapres jabat panelis a href br br capres no urut singgung cawapres no urut a href hadir ayah harun al rasyid ar rasyid anak dukung prabowo tewas tembak pasca milu a href br br moderator ardianto keliru sebut calon presiden no urut a href br br capres no urut singgung duga intimidasi ketua bem ui melki dek huang a href br br capres no urut klaim joko widodo presiden quotyang papua kaliquot quotpeningkatan tumbuh ekonomi pesat sejarah indonesiaquot a href br br tampak purnawirawan jend wiranto kanan prabowo tanggap argumen ganjar amp anies a href br br capres no urut sesi amp singkat banding capres amp sisa masingmasing detik detik menit br br program quothotline parisquot capres no urut referensi hotman paris acara kondang indonesia a href br br capres no urut klaim gubernur jakarta quotyang izin rumah ibadahquot a href br br capres no urut nampaknya tanggap argumen capres no urut sesi br br capres no urut singkat sesi sisa menit detik menit tanggap singkat capres no urut makan detik menit singgung putus br br capres no urut alami ivoice cracki maaf notabel wkwk a href br br capres no urut singgung fenomena orang ordal sektor anggap implisit putus puncak a href br br capres no urut sebut ikn quotproduk hukum lewat proses dialog publik lengkapquot a href br br budiman sudjatmiko salah tokoh aktivis antusias capres no urut singgung culi tahan politik a href,-80,negatif
2815,terima kasih bang bikin kayak bginibrbrbrno pilih baik,0,netral
2816,niat terima kasih,3,positif
2817,bang moga lu masuk surga,-2,negatif
2818,jazakallah khair bang capek tunggu langsung inti,-2,negatif
2819,ginnjaris prabowo korupsi anis baswedan anti korupsi,-10,negatif
2820,ya khawatir sih indonesia ubah,0,netral
2821,oh iya prabowo kalah kali pilih dampak,-9,negatif
2822,paslon nomor bingung ikut debat perdana sambung jawab,-5,negatif
2823,ragu bingung pikir kayak giamana indonesia depan turut baik,-8,negatif
2824,prabowo emosional is the badmantracking records the badmanbrbramin anies muhaimin allah swt jadi pilih rakyat indonesia presiden,5,positif
2825,tuju pragib maju pimpin turut ajar ajar,-8,negatif
2826,kolom komentar suara dominan no no menang iya politik deh sinentron indosiar jalan cerita gampang tebak,0,netral
2827,fakta bukti capres intelektual emosional moga rakyat salah pilih,-8,negatif
2828,bingung program kerja pragib bantu jelasin masksudnya paham orang awam,1,positif
2829,nilai paslon paslon nomor layak pimpin negara,3,positif
2830,banget sih usul program kerja pragib sesuai negara,5,positif
2831,prabowo mantap,5,positif
2832,program prabowo gibran,0,netral
2833,takut jabat ikhlas bangsa inibrbrgak takut nyalon kali pakbrikhlas bilangbilang pakbrauh ah pusing,-9,negatif
2834,anis jago katakata non eksekusi,3,positif
2835,prabowo for r,0,netral
2836,gua dukung prabowo pindah haluan anies,-1,negatif
2837,ahli jatuh lawan brcatatan brpaslon visi bangsa merdeka indonesia emas,-3,negatif
2838,quotpak anis rasid baswedan layak mandat rakyat ri quot indonesia butuh ubah pimpin kapasitas anis milik,-3,negatif
2839,terimakasih kpu gelar acara debat capres moga rakyat buka pikir hati nya pilih pimpin pimpin indonesia capai tuju negara indonesia maju kilas dapat debat capres sbb br capres nourut anies jago retorika pikir salah angin tangan polusi jakarta apbn banding propinsi jabar point sesuai konsisten gagas visimisi getol seru ubah tuju ubah ibukota pindah ikn pengin rubah ubah ya brmenarik detail ubah getol utara debat jabar moga sajabrtapi overall beliau sanggup panelis capres brbr capres nourut prabowo beliau panelis capres cuman kontrol emosi bawa suasana debat panas tegang usik ganjar kalo nama debat ya sah apa selagi konteks topik perdebatanbrgagasan visimisi nya jalan perintah jalan kalo konsisten sesuai janji kampanye capai indonesia maju tunggu next debat jelas program kerja overall beliau sanggup brbr capres nourut ganjar beliau pandai main asa dengar debat kisah aktual kunjung daerah jujur kes cerita nya langsung dengar keluh rakyat konsistensi tahan pilih lets see point nya bagus tarik simpati rakyat dengar visimisinya ganjar blunder moderator tanggap salah capres ganjar ingat moderator moga next debat fokus overall beliau sanggup brbritulah point lihat debat capres dapat dapat salah terima terima debat mari bangsa adab adat hak suara tentu pilih pilih pimpin bangsa indonesia golput ya nasib bangsa depan tang jumpa debat capres,75,positif
2840,omong gantung bakat ngomong rekam jejak sempat kerja,-3,negatif
2841,adsense chanell masuk nih,-3,negatif
2842,mantap nomor,5,positif
2843,pikir kata buat brini harap masyarakat pikir kata buat pikir kata cerdas buat via debat inibrganjar mahfud solusi,3,positif
2844,a href kapai tuh belakang emosi kena sindir anies calon brbrbrjujur ampas ganjar salah,-12,negatif
2845,ter amiiiinnnn,0,netral
2846,gueampmassa gue sih gemoy dech,0,netral
2847,saran kpu besok debat pakai bahasa isyarat debat dukung paslon suka jago omong,6,positif
2848,kesan mudah erti arb brpisi misi nya brberbicara fakta data brsemoga indonesia pimpin anis rasyid baswedan kawanbraaminn ya allah ya robbal alaminn,10,positif
2849,masya allahpak anies cerdas moga allah mentaqdirkan anies presiden aamiin,11,positif
2850,prabowo penculikn mahasiswa trisakti aman pembantyan mahasiswa trisakti aman pembantyan stadiun kanjuruhan aman perkosa karna pemerintahn tindak tegss tunjukn aman ya gx lihat wadas jateng tindas pemerintahn rempang tindas pemerintahn bilang aman hahsh goblog tolol sih prabowo,-8,negatif
2851,anies janji doang kerjagak realisasi dp rencana unit realisasi doang laku buruh gaji umr eh gaji rp juta ujung laku gaji juta ratarata cicil rumah jalanjalan dibolongin ngatasi banjir orang celaka formula e rugi ajang korupsi bawah lebih bayar mana lem aibon robot madam bakar komputer dll jijik kalo pilih amin,-35,negatif
2852,hahahahha panas ya ratarata pilih anispasti bussersaya warga jakarta puass kerja anislu orang kampung makan kabar hoaxxsini main jakarta biar makan berita hoax,-7,negatif
2853,pilih nomer korupsi ektp semen gresik rembang warga desa ancam jawa provinsi miskin nomer cawapresnya ah,-15,negatif
2854,ragu pragib ngeri,-7,negatif
2855,prabowo gibran,0,netral
2856,mah golput ngk manfaat nya nyoblos rasa rakyatkalo keruk pundi uang sumber alam jadi bisnis keluargaayo rakyat cerdas manfaat nya milu dampak langsung rakyatgolput is the best,13,positif
2857,ngeri kalo pragib duh amin aja,-7,negatif
2858,anis olah bicara hebat salut brbrcocok dosen brtapi bingung bicara lidah nya mulu yabr,1,positif
2859,besok debat pakai bahasa isyarat cocok,0,netral
2860,fisik dikomentarin,0,netral
2861,panaaas panaaas hahahhahahaha anis dihatikuuu,0,netral
2862,anis bowo elegan santun bravo amin yes,8,positif
2863,yess maju truss p anis baswedan semangat p anis rakyt cerdas pilih dukung aminanis muhaimin president republic indonesia,5,positif
2864,lihat sapa pilih rakyat indonesia,1,positif
2865,suka tampil aneis emosi tenangcerdassesuai data ilmu sekeluargakerabattemanteman pilih no anies muhaimin,-2,negatif
2866,anggar t mala nyala angin,-2,negatif
2867,kalo suruh ngebacottt mah sih anies jago nyacoba suruh urus papua dahhhhhotw kanan,-1,negatif
2868,suka tampil aneis emosi tenangcerdassesuai data ilmu sekeluargakerabattemanteman pilih no anies muhaimin,-2,negatif
2869,buzer ya hayo aku,9,positif
2870,hancur prabowo kali gagal nomor gagal maning,-8,negatif
2871,masyarakat suka pimpin emosi lihat pilih presiden wakil presiden ada langsung bawa tenang emosi,13,positif
2872,cerdas wibawa anieessmantap,0,netral
2873,ganjar pranowo abu,3,positif
2874,campur tangan tuhan gagal menang no joget gemoy dekengan pusat,7,positif
2875,orang jakarta kenyang dicekokin sih maniez brbanyak cingcong hasil nihil apbd ngucur deres,3,positif
2876,ya allah moga anak cerdas tenang wibawa anies baswedan energik positif ceria cak imin amin x,22,positif
2877,aamiinsemga anak lakilaki sosok anis baswedanaamiin,-3,negatif
