komentar_bersih,prepos_text,polarity_score,sentiment,labeling_polarity,predicted_sentiment
nah ini komen yang paling rasional dan sifatnya mendasar banget topik debat kali ini adalah ham hukum dan korupsi,"['komen', 'rasional', 'sifat', 'dasar', 'banget', 'topik', 'debat', 'kali', 'ham', 'hukum', 'korupsi']",0,netral,0,Negatif
next audio nya diperbaiki pas iklan kok tibatiba jadi kencang banget,"['next', 'audio', 'nya', 'baik', 'pas', 'iklan', 'tibatiba', 'kencang', 'banget']",4,positif,1,Positif
benar gacor pak gemoygaspoll bro prabowogibran untuk indonesia maju,"['gacor', 'gemoygaspoll', 'bro', 'prabowogibran', 'indonesia', 'maju']",0,netral,0,Netral
gua all ini prabowo,"['gua', 'all', 'prabowo']",-3,negatif,-1,Netral
pak prabowo kok kelihatan bapernya ya maksudnya ayolahh enggak usah buka buku lama kok sama kayak bi mega waktu bilang ke pak jokowi quotkasihan loh pak jokowi iniquot maksudnya loh ya kan yang bekerja juga pak anis disitu siapapun pengusungnya takut ih jadi pak anis banyak yang gasuka tapi biasanya yang banyak gasuka itu yang berhak dipilih karena keberpihakan yaa,"['prabowo', 'bapernya', 'ya', 'maksud', 'ayolahh', 'buka', 'buku', 'kayak', 'bi', 'mega', 'bilang', 'jokowi', 'quotkasihan', 'loh', 'jokowi', 'iniquot', 'maksud', 'loh', 'ya', 'anis', 'situ', 'usung', 'takut', 'ih', 'anis', 'gasuka', 'gasuka', 'hak', 'pilih', 'pihak', 'yaa']",-7,negatif,-1,Negatif
anis pintar mengomong kemampuan berdebat di atas rata2 sayang nya ucapan beda jauh dengan hasilkerja nya brpantas nya jadi dosen kalau untuk pakanis,"['anis', 'pintar', 'omong', 'mampu', 'debat', 'rata2', 'sayang', 'nya', 'ucap', 'beda', 'hasilkerja', 'nya', 'brpantas', 'nya', 'dosen', 'pakan']",-7,negatif,-1,Negatif
jateng pilih prabowo gibran,"['jateng', 'pilih', 'prabowo', 'gibran']",-2,negatif,-1,Negatif
anjir banyak banget buzzer anis wkwk,"['anjir', 'banget', 'buzzer', 'anis', 'wkwk']",-1,negatif,-1,Negatif
amin,['amin'],0,netral,0,Positif
insyaallah pak anis dan gus muhaimin menang satu putaran pada pemilu 2024 iniamiin menang indonesia bangkit,"['insyaallah', 'anis', 'gus', 'muhaimin', 'menang', 'putar', 'milu', '2024', 'iniamiin', 'menang', 'indonesia', 'bangkit']",-2,negatif,-1,Positif
tolol,['tolol'],-5,negatif,-1,Negatif
anie bae lah aing mah nulain rek mengomong naon teh sabodotepercya knu lain mah,"['anie', 'bae', 'aing', 'mah', 'nulain', 'rek', 'omong', 'naon', 'teh', 'sabodotepercya', 'knu', 'mah']",-5,negatif,-1,Negatif
pokonamah anis bae indak,"['pokonamah', 'anis', 'bae', 'indak']",0,netral,0,Netral
tong kosong nyaring bunyinya no1,"['tong', 'kosong', 'nyaring', 'bunyi', 'no1']",-3,negatif,-1,Negatif
semoga calon pemimpin mendatang mendatangkan keberkahan dan kemajuan di negeri indonesia tercinta ini amin,"['moga', 'calon', 'pimpin', 'berkah', 'maju', 'negeri', 'indonesia', 'cinta', 'amin']",7,positif,1,Positif
fix branies baswedan president of indonesia,"['fix', 'branies', 'baswedan', 'president', 'of', 'indonesia']",0,netral,0,Netral
rakyat suka dengan kata yang enak di denger tapi habisin uang rakyat cuma humbar janji sukanya di janjiin semoga pilihan kita enggak jadi penyesalan lagi n siapa pun yang terpilih doa terbaik buat indonesia bisa maju dan kita rakyat enggak makin susah brbrmilih siapa pun kayak nya sama saja lah hidup kalian yang berubah mereka wkwk apa lagi dipermudah jadi penguasa no1 ya kan makanya jangan pakai kebencian memilih pakai hati lihat track record nya jangan cuma lihat dengar di debat doang,"['rakyat', 'suka', 'enak', 'denger', 'habisin', 'uang', 'rakyat', 'humbar', 'janji', 'suka', 'janjiin', 'moga', 'pilih', 'sesal', 'n', 'pilih', 'doa', 'baik', 'indonesia', 'maju', 'rakyat', 'susah', 'brbrmilih', 'kayak', 'nya', 'hidup', 'ubah', 'wkwk', 'mudah', 'kuasa', 'no1', 'ya', 'pakai', 'benci', 'pilih', 'pakai', 'hati', 'lihat', 'track', 'record', 'nya', 'lihat', 'dengar', 'debat', 'doang']",8,positif,1,Positif
maju terus prabowo gibran,"['maju', 'prabowo', 'gibran']",0,netral,0,Netral
fixed pilih amin,"['fixed', 'pilih', 'amin']",-2,negatif,-1,Positif
mendoakan semoga allah menangkan pak anies,"['doa', 'moga', 'allah', 'menang', 'anies']",5,positif,1,Positif
calon presiden,"['calon', 'presiden']",3,positif,1,Positif
orang tua suasah di bilangin,"['orang', 'tua', 'suasah', 'bilangin']",-4,negatif,-1,Negatif
tetap ganjar yang terbaik,"['ganjar', 'baik']",4,positif,1,Positif
pak prabowo said kalo mereka melanggar biar rakyat yang menghukum kami tapi dengan apa ya soalnya tatanan hukum masih tumpul keatas tajam kebawah statementnya suka bikin takut ya,"['prabowo', 'said', 'kalo', 'langgar', 'biar', 'rakyat', 'hukum', 'ya', 'tatanan', 'hukum', 'tumpul', 'atas', 'tajam', 'bawah', 'statementnya', 'suka', 'bikin', 'takut', 'ya']",0,netral,0,Negatif
hakim dan penegak hukum gajinya sudah lebih dari cukup,"['hakim', 'tegak', 'hukum', 'gaji']",0,netral,0,Netral
pandai bicara bukan berarti pandai bekerja omongan sama tindakan jaub berbeda,"['pandai', 'bicara', 'pandai', 'omong', 'tindak', 'jaub', 'beda']",-6,negatif,-1,Negatif
masih ingat jaman tahun 201 pak jokowi menolak keras rohingya masuk indonesia sampai pak jokowi ditentang keras oleh fpi pks pa212 dan warga aceh sendiri dengan tagar sampai pak jokowi dibilang anti islam dan lain sebagainya setelah diijinkan kenapa sekarang pada teriak usir rohingya pemimpin harus tegas disini kita harus paham apakah kalau di usir termasuk melanggar ham href,"['jaman', '201', 'jokowi', 'tolak', 'keras', 'rohingya', 'masuk', 'indonesia', 'jokowi', 'tentang', 'keras', 'fpi', 'pks', 'pa212', 'warga', 'aceh', 'tagar', 'jokowi', 'bilang', 'anti', 'islam', 'diijinkan', 'teriak', 'usir', 'rohingya', 'pimpin', 'paham', 'usir', 'langgar', 'ham', 'href']",-21,negatif,-1,Negatif
wakanda no more indonesia forever,"['wakanda', 'no', 'more', 'indonesia', 'forever']",0,netral,0,Netral
saya dari solo mau lihat asam sulfat meleleh,"['solo', 'lihat', 'asam', 'sulfat', 'leleh']",1,positif,1,Positif
bisa basngeett nih pak prabowo brbrgaspoll bro prabowogibran untuk indonesia maju,"['basngeett', 'nih', 'prabowo', 'brbrgaspoll', 'bro', 'prabowogibran', 'indonesia', 'maju']",0,netral,0,Netral
jawaban pak anies diluar nalar saya sangat luar biasa cerdasnya sampaisampai calon yang lain merasa kepanasanbrindonesia butuh pemimpin yang cerdas bijaksana amin,"['anies', 'luar', 'nalar', 'cerdas', 'sampaisampai', 'calon', 'kepanasanbrindonesia', 'butuh', 'pimpin', 'cerdas', 'bijaksana', 'amin']",-8,negatif,-1,Negatif
mood banget lihat nya wkwkbrbisa mancing emosi lawan setelah lawan terpancing beliau tetap tenangbranies banget dahh 01 ri1,"['mood', 'banget', 'lihat', 'nya', 'wkwkbrbisa', 'mancing', 'emosi', 'lawan', 'lawan', 'pancing', 'beliau', 'tenangbranies', 'banget', 'dahh', '01', 'ri1']",-1,negatif,-1,Negatif
saya pribadi siapapun presidennya nanti yang penting bukan prabowo gibran titik,"['pribadi', 'presiden', 'prabowo', 'gibran', 'titik']",0,netral,0,Positif
prabowo gibran gaspoll,"['prabowo', 'gibran', 'gaspoll']",0,netral,0,Netral
coba lihat reaksi pak prabowo ketika pak anis sedang menjelaskan fakta sebenarnya tentang oposisisudahkembalikan pada nurani dan akal kita sebagai pemilih dan kita akan tau siapa yang pantas dan bisa memimpin negeri ini dengan seriusadilno gimmick,"['coba', 'lihat', 'reaksi', 'prabowo', 'anis', 'fakta', 'oposisisudahkembalikan', 'nurani', 'akal', 'pilih', 'tau', 'pimpin', 'negeri', 'seriusadilno', 'gimmick']",-8,negatif,-1,Negatif
hati yang manis itu bikin diabetes,"['hati', 'manis', 'bikin', 'diabetes']",3,positif,1,Positif
saya kupilihki yang mau dengar kritikan rakyatnya dan saya suka pemimpin membaca komentar bukan di komentari sedikit mau mki nya penjarakan masa perkataanji baperki wkwkwk,"['kupilihki', 'dengar', 'kritik', 'rakyat', 'suka', 'pimpin', 'baca', 'komentar', 'komentar', 'mki', 'nya', 'penjara', 'perkataanji', 'baperki', 'wkwkwk']",0,netral,0,Positif
gibran dan prabowo keren gaspol bro prabowo gibran untuk indonesia maju,"['gibran', 'prabowo', 'keren', 'gaspol', 'bro', 'prabowo', 'gibran', 'indonesia', 'maju']",0,netral,0,Netral
no 1 presiden ku,"['no', '1', 'presiden', 'ku']",3,positif,1,Positif
saya sangat terharu pandangan pak anies soal ikn yang mana ada hal urgent yang lebih di dahulukan soal masalah jakarta itu harus di atasi bukan di tinggalkan yang mana memindahkan ibu kota untuk kenyamanan presiden dan aparat negara padahal sebenarnya ada hal yang lebih urgent dari pada itu pembangunan sekolah perbaikan sekolah dan apabila biaya nya di buat untuk membuat puskesmas di seluruh indonesia tentu itu akan sangat bermanfaat bagi masyarakat intinya pak anies baswedan memiliki visi misi perubahan untuk indonesia lebih baik kedepan href,"['haru', 'pandang', 'anies', 'ikn', 'urgent', 'dahulu', 'jakarta', 'atas', 'tinggal', 'pindah', 'kota', 'nyaman', 'presiden', 'aparat', 'negara', 'urgent', 'bangun', 'sekolah', 'baik', 'sekolah', 'biaya', 'nya', 'puskesmas', 'indonesia', 'manfaat', 'masyarakat', 'inti', 'anies', 'baswedan', 'milik', 'visi', 'misi', 'ubah', 'indonesia', 'depan', 'href']",13,positif,1,Positif
benar kata pak aniesbrmungkin iya ibu kota di pindahbrtapi bukan saat inibrkarena masih ada yang urgent yang harus di bereskan pendidikan dllbrbbm juga tubrmahal dan langka,"['aniesbrmungkin', 'iya', 'kota', 'pindahbrtapi', 'inibrkarena', 'urgent', 'beres', 'didik', 'dllbrbbm', 'tubrmahal', 'langka']",-6,negatif,-1,Negatif
gasspoll bro paslon 2,"['gasspoll', 'bro', 'paslon', '2']",0,netral,0,Netral
tak salah saya mendukung pak aniesbrpak anies menjawab pakai argumen plus senyumbrpk prabowo menjawab pakai emosi dan sentimenbrpk ganjar menjawab hanya untuk cari aman,"['salah', 'dukung', 'aniesbrpak', 'anies', 'pakai', 'argumen', 'plus', 'senyumbrpk', 'prabowo', 'pakai', 'emosi', 'sentimenbrpk', 'ganjar', 'cari', 'aman']",-4,negatif,-1,Negatif
betull,['betull'],0,netral,0,Positif
ini bukan tentang angin tapi tentang 3alat pendeteksi polusi3 ya enggak si,"['angin', '3alat', 'deteksi', 'polusi3', 'ya', 'si']",4,positif,1,Positif
pemenangnya sudah bisa di tebak pemegang kekuasaan sekarang,"['menang', 'tebak', 'pegang', 'kuasa']",1,positif,1,Positif
anies normatif semua isinya kwkwkw normatif ya,"['anies', 'normatif', 'isi', 'kwkwkw', 'normatif', 'ya']",1,positif,1,Positif
hampir 0 persen di komentar ini simpatis anis bukti nyata bahwa anis no 1 insya allah terpilih,"['0', 'persen', 'komentar', 'simpat', 'anis', 'bukti', 'nyata', 'anis', 'no', '1', 'insya', 'allah', 'pilih']",8,positif,1,Positif
pak anis mugiquot terplihbanyak yang mendukung,"['anis', 'mugiquot', 'terplihbanyak', 'dukung']",4,positif,1,Positif
doaku semoga pak ganjar dan pak mahfud r1 amp r2 memmpin nkri di tahun 2024 memenangkan pilpres pemilu 2024 aksi kerja yang nyata pak berarti indonesia semakin maju jaya makmur salam demokrasi,"['doa', 'moga', 'ganjar', 'mahfud', 'r1', 'amp', 'r2', 'memmpin', 'nkri', '2024', 'menang', 'pilpres', 'milu', '2024', 'aksi', 'kerja', 'nyata', 'indonesia', 'maju', 'jaya', 'makmur', 'salam', 'demokrasi']",16,positif,1,Positif
tenan e prabu ngos2 an,"['tenan', 'e', 'prabu', 'ngos2', 'an']",4,positif,1,Positif
2 periode kemarin gue memilih prabowo dan sekarang memilih prabowo tapi pas lihat debat gini fiks anies mvpnya disini maaf saya tetap oposisi pak prabowo,"['2', 'periode', 'kemarin', 'gue', 'pilih', 'prabowo', 'pilih', 'prabowo', 'pas', 'lihat', 'debat', 'gin', 'fiks', 'anies', 'mvpnya', 'maaf', 'oposisi', 'prabowo']",1,positif,1,Positif
sudah jelas di depan mata rakyat sudah cerdas anis padang siapp untuk amin,"['mata', 'rakyat', 'cerdas', 'anis', 'padang', 'siapp', 'amin']",-2,negatif,-1,Negatif
1 anies br pandai mengolah kata jago nggedabrus omdo br dalam bekerja suka merubah padanan kata seenak jidatnya yang akhirnya enggak dikerjakanbr hobi kelebihan bayar salah satunya anggaran dki jakarta anak sd dibelikan lem aibonbr suka foya2 agar dibilang quotserapan anggaran belanja daerah baikquot salah satunya bambu quotngentotquot harga 00 juta yang belum genap setahun dibongkar karena bambu tersebut hampir robohbr dekat dengan intimidasi berkedok agama quotlu enggak memilih anies jenazah lo bakalan ditolak untuk di sholatinbrcukup jakarta yang dirusak jangan negara inibrbrbr2 prabowo br masih terafiliasi keluarga cendana rawan kknbr terendus bermain anggaran alutsista 100t dengan mendirikan perusahaan fiktif dengan nama pt tmibr dompleng gibran agar mendapat suara mantan militan jokowibr salah satu penguasa tanah selain wirantobr emosi tidak stabilbr pengaruh militer menjadikan gaya kepemimpinan majikan dan jongosbrbukan figur yang bagus pulabrbrbr3 ganjar pranowobr banyak pencapaian minor di jawa tengahbr gaya main amanbr youtube jadi pencapaian kinerjanyabr belum memenuhi kriteria presiden yang sebenarnya karena diframing pakai media youtube jadinya bagusbr program kerjanya cuman meneruskan yang ada belum terlihat gebrakan yang seharusnya dilakukan pemimpinbrbrketiganya masih belum layak,"['1', 'anies', 'br', 'pandai', 'olah', 'jago', 'nggedabrus', 'omdo', 'br', 'suka', 'rubah', 'padan', 'enak', 'jidat', 'dikerjakanbr', 'hobi', 'lebih', 'bayar', 'salah', 'satu', 'anggar', 'dki', 'jakarta', 'anak', 'sd', 'beli', 'lem', 'aibonbr', 'suka', 'foya2', 'bilang', 'quotserapan', 'anggar', 'belanja', 'daerah', 'baikquot', 'salah', 'satu', 'bambu', 'quotngentotquot', 'harga', '00', 'juta', 'genap', 'tahun', 'bongkar', 'bambu', 'robohbr', 'intimidasi', 'kedok', 'agama', 'quotlu', 'pilih', 'anies', 'jenazah', 'lo', 'tolak', 'sholatinbrcukup', 'jakarta', 'rusak', 'negara', 'inibrbrbr2', 'prabowo', 'br', 'afiliasi', 'keluarga', 'cendana', 'rawan', 'kknbr', 'endus', 'main', 'anggar', 'alutsista', '100t', 'diri', 'usaha', 'fiktif', 'nama', 'pt', 'tmibr', 'dompleng', 'gibran', 'suara', 'mantan', 'militan', 'jokowibr', 'salah', 'kuasa', 'tanah', 'wirantobr', 'emosi', 'stabilbr', 'pengaruh', 'militer', 'jadi', 'gaya', 'pimpin', 'majikan', 'jongosbrbukan', 'figur', 'bagus', 'pulabrbrbr3', 'ganjar', 'pranowobr', 'capai', 'minor', 'jawa', 'tengahbr', 'gaya', 'main', 'amanbr', 'youtube', 'capai', 'kinerjanyabr', 'penuh', 'kriteria', 'presiden', 'diframing', 'pakai', 'media', 'youtube', 'bagusbr', 'program', 'kerja', 'cuman', 'terus', 'gebrak', 'pemimpinbrbrketiganya', 'layak']",-35,negatif,-1,Negatif
mewakili golput untuk ke 4x nya,"['wakil', 'golput', '4x', 'nya']",0,netral,0,Positif
nguli saja lagi mas wkwkkwkw,"['nguli', 'mas', 'wkwkkwkw']",0,netral,0,Netral
anis presiden,"['anis', 'presiden']",3,positif,1,Positif
kpu curang jabar merdeka,"['kpu', 'curang', 'jabar', 'merdeka']",-2,negatif,-1,Negatif
ganjar presiden 2024,"['ganjar', 'presiden', '2024']",5,positif,1,Positif
dari pernyataan pak prabowo kesimpulannya adalah kita lihat nanti apakah rakyat indonesia itu benaran sudah pintar atau masih bodoh dan bobrok kalo paslon no2 yang lahir dari pelanggaran berat etika maka bisa menang maka itu membuktikan rakyat masih bodoh dan bobrok,"['nyata', 'prabowo', 'simpul', 'lihat', 'rakyat', 'indonesia', 'benar', 'pintar', 'bodoh', 'bobrok', 'kalo', 'paslon', 'no2', 'lahir', 'langgar', 'berat', 'etika', 'menang', 'bukti', 'rakyat', 'bodoh', 'bobrok']",-5,negatif,-1,Negatif
cerdas pak anis 2024 amin,"['cerdas', 'anis', '2024', 'amin']",0,netral,0,Positif
ganjar mantab,"['ganjar', 'mantab']",2,positif,1,Positif
kayak nya yang lebih menguasai permasalahan indonesia 01 n 03,"['kayak', 'nya', 'kuasa', 'masalah', 'indonesia', '01', 'n', '03']",-4,negatif,-1,Negatif
1 mantap,"['1', 'mantap']",5,positif,1,Positif
anis terlalu manisbrganjar lebih rasional,"['anis', 'manisbrganjar', 'rasional']",0,netral,0,Positif
jateng provinsi termiskin di indonesia,"['jateng', 'provinsi', 'miskin', 'indonesia']",-5,negatif,-1,Negatif
tadinya saya pilih prabowo setelah lihat debat saya pilih anis baswedan karena punya intelektual dan visi misi yang jelas,"['pilih', 'prabowo', 'lihat', 'debat', 'pilih', 'anis', 'baswedan', 'intelektual', 'visi', 'misi']",7,positif,1,Positif
lu konten bayaran rakyat enggak bodoh,"['lu', 'konten', 'bayar', 'rakyat', 'bodoh']",-2,negatif,-1,Negatif
2iknkalimantan,['2iknkalimantan'],0,netral,0,Positif
amin paling serius,"['amin', 'serius']",-5,negatif,-1,Negatif
nomor 2 hanya ada di antara yang membuat dilema untuk dipilih,"['nomor', '2', 'dilema', 'pilih']",-5,negatif,-1,Negatif
prabowo terbaik ikhlas tulus untuk rakyat indonesia,"['prabowo', 'baik', 'ikhlas', 'tulus', 'rakyat', 'indonesia']",10,positif,1,Positif
gilaa 224 ngomongi ikn mau mengomong salutt ke aniss memang kerasa sih dulu bahkan jaman surabaya tiap mau naik harga dibahas di dpr terus enggak jadi naikini ya sudah naik aja tanpa pemberitahuan begitu pula saat ini banyak undang2 aneh yang disahkan tanpa peran serta masyarakat sangat dukung apabila semua rakyat bisa aktif dalam membangun negeri sekarang jaman canggih jangan cuma negara bisa bayar buzer dan influencer aja tapi coba pikirin bagaimana bisa melibatkan masyarakat coba jujur deh ke masingmasing dpr yang sekarang ini bukan dewan perwakilan rakyat coba ada sistem transparan bahwa semua rakyat bisa lihat draftnya dulu terus ada app votting untuk rakyat bahkan rakyat bisa komen semua punya suara butuh pemimpin yang juga mau mendengar bukan cuma dengar pembisik dan buzer rp,"['gilaa', '224', 'ngomongi', 'ikn', 'omong', 'salutt', 'aniss', 'rasa', 'sih', 'jaman', 'surabaya', 'harga', 'bahas', 'dpr', 'naikini', 'ya', 'aja', 'pemberitahuan', 'undang2', 'aneh', 'sah', 'peran', 'masyarakat', 'dukung', 'rakyat', 'aktif', 'bangun', 'negeri', 'jaman', 'canggih', 'negara', 'bayar', 'buzer', 'influencer', 'aja', 'coba', 'pikirin', 'libat', 'masyarakat', 'coba', 'jujur', 'deh', 'masingmasing', 'dpr', 'dewan', 'wakil', 'rakyat', 'coba', 'sistem', 'transparan', 'rakyat', 'lihat', 'draftnya', 'app', 'votting', 'rakyat', 'rakyat', 'komen', 'suara', 'butuh', 'pimpin', 'dengar', 'dengar', 'bisik', 'buzer', 'rp']",2,positif,1,Positif
apa kabar paman di maka,"['kabar', 'paman']",-1,negatif,-1,Negatif
insyaallah dari hasil debat ini pilpres 2024 cukup satu putaran anies r bawesdan presiden indonesia 2024202,"['insyaallah', 'hasil', 'debat', 'pilpres', '2024', 'putar', 'anies', 'r', 'bawesdan', 'presiden', 'indonesia', '2024202']",11,positif,1,Positif
bismillah am1n,"['bismillah', 'am1n']",4,positif,1,Positif
pakai anies keren,"['pakai', 'anies', 'keren']",0,netral,0,Positif
biasanya yang pintar mengomong bahaya sih banyak teori tapi penerapannya nol besar mengira dp rumah nol persen masih di bawah,"['pintar', 'omong', 'bahaya', 'sih', 'teori', 'terap', 'nol', 'dp', 'rumah', 'nol', 'persen']",-10,negatif,-1,Negatif
semoga semua rakyat menonton dan tau siapa yang pantas dan berkapasitas jadi presiden kita dengan adanya debat ini kalo saya mah yess no 1,"['moga', 'rakyat', 'tonton', 'tau', 'kapasitas', 'presiden', 'debat', 'kalo', 'mah', 'yess', 'no', '1']",2,positif,1,Positif
insyaallah amin ya robbal alamin,"['insyaallah', 'amin', 'ya', 'robbal', 'alamin']",6,positif,1,Positif
parah no2 logika sederhana saja enggak paham,"['parah', 'no2', 'logika', 'sederhana', 'paham']",-7,negatif,-1,Negatif
semenjak melihat debat ini saya jadi sangat menginginkan persiden itu seperti pak anis sang mapan segala nya,"['semenjak', 'debat', 'persiden', 'anis', 'sang', 'mapan', 'nya']",6,positif,1,Positif
makin yakin sama panies bismillah amin,"['panies', 'bismillah', 'amin']",4,positif,1,Positif
bravo anies,"['bravo', 'anies']",0,netral,0,Positif
disini sudah jelas terlihat mana yang sanggup memgemban amanah rakyat yang begitu besar dan berat ini pak anies adalah sosok langka yang dikirim kan tuhan untuk indonesia agar lebih baik kapabilitas kredibilitas psikologis kecerdasan serta wawasan yang diatas rataquot menjadi kan pak anies sosok yang sangat tepat untuk indonesia lebih maju dan sejahtera jangan siasiakan kesempatan ini untuk memilih pak anies yang terbaik,"['sanggup', 'memgemban', 'amanah', 'rakyat', 'berat', 'anies', 'sosok', 'langka', 'kirim', 'tuhan', 'indonesia', 'kapabilitas', 'kredibilitas', 'psikologis', 'cerdas', 'wawas', 'atas', 'rataquot', 'anies', 'sosok', 'indonesia', 'maju', 'sejahtera', 'siasiakan', 'sempat', 'pilih', 'anies', 'baik']",6,positif,1,Positif
